,Unnamed: 0,nframe,x0,y0,area,x,y,occlusion,sx,sy,method,px,py,x0i,y0i,sx11,sy11,speed,speeds,angle,delta_area,mse_area,state
0,0,4935,880.0,605.5,,880.0,605.5,0,880.0,474.5,ML,880.0,605.5,880.0,605.5,880.0,605.5,,,,,,Int_detection
1,1,4936,892.0719604492188,611.8960571289062,2661.1206933885114,892.0719604492188,611.8960571289062,0,886.0359802246094,471.3019714355469,Recorded: BS,880.0,605.5,892.0719604492188,611.8960571289062,886.0359802246094,608.6980285644531,13.6616900815285,6.830845040764251,,,,0
2,2,4937,898.1705932617188,615.5177001953125,2157.8120851966087,898.1705932617188,615.5177001953125,0,890.080851236979,469.02874755859375,Recorded: BS,892.0719604492188,611.8960571289062,898.1705932617188,615.5177001953125,890.080851236979,610.9712524414062,7.092927511412345,4.639884513806135,-1.4201802935890102,,,0
3,3,4938,898.5650024414062,614.801513671875,2102.903855269542,898.5650024414062,614.801513671875,0,896.2691853841147,465.92824300130206,Recorded: BS,894.1257222493489,613.2444763183594,898.5650024414062,614.801513671875,892.2018890380859,611.9288177490233,0.8176073246829797,6.921604440185273,2.7240819385436694,,,0
4,4,4939,899.0975341796875,613.6219482421875,2102.452416092274,899.0975341796875,613.6219482421875,0,898.611043294271,465.3529459635417,Recorded: BS,902.45751953125,617.1722615559895,899.0975341796875,613.6219482421875,893.5810180664063,612.2674438476563,1.2942042555913291,2.411486088082879,12.810091317786492,,,0
5,5,4940,900.7894897460938,612.254150390625,2168.388137760237,900.7894897460938,612.254150390625,0,899.4840087890625,466.4407958984375,Recorded: BS,900.9529012044272,615.2223510742189,900.7894897460938,612.254150390625,894.782430013021,612.2652282714844,2.1756802617646014,1.3948068812381957,65.05593083128903,-104.08247803608838,23719.61884694029,0
6,6,4941,906.6008911132812,616.6583862304688,2258.489096405101,906.6008911132812,616.6583862304688,0,902.162638346354,465.82183837890625,Recorded: BS,900.356974283854,612.4713541666666,906.6008911132812,616.6583862304688,896.4707815987723,612.892822265625,7.291754191106068,2.7492116535799886,-64.26515980597601,-56.62517904009814,28524.886036874483,0
7,7,4942,906.7109985351562,617.2124633789062,2501.52067856137,906.7109985351562,617.2124633789062,0,904.7004597981772,464.625,Recorded: BS,904.8412679036458,614.797119140625,906.7109985351562,617.2124633789062,897.7508087158203,613.4327774047853,0.5649116132392665,2.805879510341999,-12.237486823651576,-7.570062127633675,40492.59895262464,0
8,8,4943,909.3807373046876,618.1984252929688,2371.472741454461,909.3807373046876,618.1984252929688,0,907.564208984375,462.64357503255206,Recorded: BS,907.23828125,616.5718383789062,909.3807373046876,618.1984252929688,899.0430230034723,613.9622938368055,2.8459841871521387,3.482399216499225,-9.430720141181572,2.6630803376202303,36530.554733045516,0
9,9,4944,908.9528198242188,617.961181640625,2304.1352013732976,908.9528198242188,617.961181640625,0,908.348185221354,462.2093098958333,Recorded: BS,910.4279581705728,619.3378499348958,908.9528198242188,617.961181640625,900.0340026855469,614.3621826171875,0.4892830680374349,0.8962170212159171,5.696091752019709,2.771838793486395,32471.78820451168,0
