,Unnamed: 0,nframe,x0,y0,area,x,y,occlusion,sx,sy,method,px,py,x0i,y0i,sx11,sy11,speed,speeds,angle,delta_area,mse_area,state
0,0,25778,1731.0,494.0,,1731.0,494.0,0,1731.0,586.0,ML,1731.0,494.0,1731.0,494.0,1731.0,494.0,,,,,,Int_detection
1,1,25779,1722.000244140625,489.5000915527344,661.199951432267,1722.000244140625,489.5000915527344,0,1726.5001220703125,588.2499542236328,Recorded: BS,1731.0,494.0,1722.000244140625,489.5000915527344,1726.5001220703125,491.7500457763672,10.062046589145133,5.031023294572566,,,,0
2,2,25780,1720.4718017578125,489.3279113769531,637.4776613167343,1720.4718017578125,489.3279113769531,0,1724.4906819661455,589.0573323567709,Recorded: BS,1722.000244140625,489.5000915527344,1720.4718017578125,489.3279113769531,1724.4906819661455,490.94266764322924,1.5381099214651777,2.1655735919391104,4.675310908114602,,,0
3,3,25781,1725.1380615234375,483.7568359375,1218.331975008623,1725.1380615234375,483.7568359375,0,1722.5367024739585,592.4717203776041,Recorded: BS,1722.481241861979,490.1352895100912,1725.1380615234375,483.7568359375,1724.6525268554688,489.1462097167969,7.267108211136566,3.9339651005947163,-38.32854338530768,,,0
4,4,25782,1718.85009765625,488.4500732421875,611.999935226595,1718.85009765625,488.4500732421875,0,1721.486653645833,592.8217264811198,Recorded: BS,1720.5827229817705,484.11389160156233,1718.85009765625,488.4500732421875,1723.492041015625,489.006982421875,7.846334557815259,1.1068454336292088,41.78398981788279,,,0
5,5,25783,1723.3568115234375,482.61309814453125,976.3162198967766,1723.3568115234375,482.61309814453125,0,1722.4483235677085,595.0599975585938,Recorded: BS,1720.4366048177085,486.8282674153645,1723.3568115234375,482.61309814453125,1723.4695027669268,487.94133504231763,7.374330354097197,2.436117085629619,-94.81625900761766,60.475481083888006,49664.099715125536,0
6,6,25784,1718.9801025390625,486.3600158691406,519.9841839874936,1718.9801025390625,486.3600158691406,0,1720.395670572917,594.1922709147135,Recorded: BS,1723.409993489583,482.70173136393237,1718.9801025390625,486.3600158691406,1722.828159877232,487.7154323032924,5.761507959631812,2.228527281754982,136.16615181641333,-8.454148607593456,59864.00362140087,0
7,7,25785,1720.5472412109375,486.1863098144531,654.3967056726107,1720.5472412109375,486.1863098144531,0,1720.9613850911455,594.9468587239584,Recorded: BS,1718.3430175781252,486.6754557291666,1720.5472412109375,486.1863098144531,1722.5430450439453,487.5242919921875,1.576736316040585,0.9430989757154551,-149.7743406451589,-17.7647302517607,51889.91597440925,0
8,8,25786,1720.4847412109375,485.7769165039063,666.2921581270639,1720.4847412109375,485.7769165039063,0,1720.0040283203125,593.8922526041666,Recorded: BS,1721.5270996093748,484.2985534667969,1720.4847412109375,485.7769165039063,1722.3143446180554,487.33013916015625,0.41413661118105705,1.4243335475098668,174.62616683377928,-19.17245737797919,45424.48428205795,0
9,9,25787,1721.6884765625,483.9260559082031,802.7869184021984,1721.6884765625,483.9260559082031,0,1720.9068196614585,594.7035725911459,Recorded: BS,1719.0466715494795,487.16235351562494,1721.6884765625,483.9260559082031,1722.2517578125,486.98973083496094,2.207864067674417,1.2137842999973942,174.1781117593961,-9.451582193340164,41847.24802957885,0
10,10,25788,1717.8001708984375,487.10009765625,1112.7998989275366,1717.8001708984375,487.10009765625,0,1719.9911295572915,594.3989766438802,Recorded: BS,1721.809611002604,484.48510742187517,1717.8001708984375,487.10009765625,1721.8470680930398,486.9997641823509,5.019308912143682,0.9650217914430531,156.45385189517992,12.922566776222075,48675.77915308858,0
11,11,25789,1719.396484375,489.24847412109375,1068.781393243029,1719.396484375,489.24847412109375,0,1719.6283772786455,593.2417907714844,Recorded: BS,1719.0754394531252,485.9056193033855,1719.396484375,489.24847412109375,1720.7922030362215,486.5678072842685,2.676516047056244,1.212711160555327,54.195707817205964,20.00778367892753,51515.77489815166,0
12,12,25790,1721.526611328125,483.8471984863281,809.4928639803111,1721.526611328125,483.8471984863281,0,1719.5744222005205,593.268076578776,Recorded: BS,1719.2656249999998,487.9153951009114,1721.526611328125,483.8471984863281,1720.7491455078125,486.0539079145952,5.806136350374698,0.060017448466654244,-98.56933516645401,6.4281227740157885,50623.19931985666,0
13,13,25791,1716.1973876953125,486.6779479980469,974.7219602163533,1716.1973876953125,486.6779479980469,0,1719.0401611328125,593.4087931315104,Recorded: BS,1719.5204671223955,486.70563761393225,1716.1973876953125,486.6779479980469,1720.3605624112215,485.8130021528765,6.0343820998196,0.5524817071016656,11.218642191289119,38.49954618066761,25844.503511339542,0
14,14,25792,1715.8494873046875,486.5589904785156,956.536016287224,1715.8494873046875,486.5589904785156,0,1717.8578287760415,594.3052876790365,Recorded: BS,1718.5059000651045,486.45049031575513,1715.8494873046875,486.5589904785156,1719.5161465731535,486.06774347478694,0.3676759078999538,1.4837830958774567,-22.415195796084152,32.10972168804721,25934.228955084112,0
15,15,25793,1715.60693359375,486.6459045410156,988.1448288156462,1715.60693359375,486.6459045410156,0,1715.884602864583,593.3723856608073,Recorded: BS,1716.675496419271,484.79821777343767,1715.60693359375,486.6459045410156,1719.2213134765625,485.9037281383168,0.2576555005230942,2.1826421312866118,62.47480183819462,47.55557163182998,16084.078898094916,0
16,16,25794,1715.4195556640625,487.0291442871094,887.722524862038,1715.4195556640625,487.0291442871094,0,1715.625325520833,593.2553202311198,Recorded: BS,1713.9113769531248,487.5605163574218,1715.4195556640625,487.0291442871094,1718.4997447620738,486.3051868785511,0.4265948798567274,0.28448032587505007,-1.0043645541437918,26.958328554871397,16248.268051923853,0
17,17,25795,1715.30126953125,486.86309814453125,861.9176832691883,1715.30126953125,486.86309814453125,0,1715.4425862630205,593.1539510091146,Recorded: BS,1715.366048177083,486.86174519856763,1715.30126953125,486.86309814453125,1718.1653053977273,486.3509216308594,0.20386988664540776,0.20897214052545182,4.7185427859267275,9.456949007922224,15513.497603640766,0
