,Unnamed: 0,nframe,x0,y0,area,x,y,occlusion,sx,sy,method,px,py,x0i,y0i,sx11,sy11,speed,speeds,angle,delta_area,mse_area,state
0,0,7355,832.5,68.0,,832.5,68.0,0,832.5,1012.0,ML,832.5,68.0,832.5,68.0,832.5,68.0,,,,,,Int_detection
1,1,7356,826.3497314453125,65.13086700439453,1973.0688684078048,826.3497314453125,65.13086700439453,0,829.4248657226562,1013.4345664978027,Recorded: BS,832.5,68.0,826.3497314453125,65.13086700439453,829.4248657226562,66.56543350219728,6.786584372219202,3.3932921861096004,,,,0
2,2,7357,827.6962280273438,57.56669616699219,2504.729959333956,827.6962280273438,57.56669616699219,0,828.8486531575522,1016.4341456095377,Recorded: BS,826.3497314453125,65.13086700439453,827.6962280273438,57.56669616699219,828.8486531575522,63.56585439046225,7.683080990255791,3.0544223296297144,-54.11676844387225,,,0
3,3,7358,826.6915283203125,59.526084899902344,1920.6793021635385,826.6915283203125,59.526084899902344,0,826.9124959309897,1019.2587839762369,Recorded: BS,828.272440592448,60.56627527872722,826.6915283203125,59.526084899902344,828.3093719482422,62.55591201782226,2.201959515514295,3.4245126235129315,23.55488086813904,,,0
4,4,7359,828.5859985351562,56.19458770751953,1560.4613784000394,828.5859985351562,56.19458770751953,0,827.657918294271,1022.2375437418619,Recorded: BS,824.9763387044272,57.91657765706381,828.5859985351562,56.19458770751953,828.364697265625,61.28364715576172,3.8324784327879375,3.07061300736288,-48.47831269095338,,,0
5,5,7360,827.419189453125,54.15056610107422,1472.8720325022732,827.419189453125,54.15056610107422,0,827.5655721028647,1023.3762537638346,Recorded: BS,828.4033406575522,54.78369649251303,827.419189453125,54.15056610107422,828.2071126302085,60.09480031331381,2.3536073932425268,1.1424483941116146,18.6858827583078,-194.466225274498,58017.74640852643,0
6,6,7361,829.1331176757812,50.504432678222656,1736.9237971711118,829.1331176757812,50.504432678222656,0,828.379435221354,1026.3834711710613,Recorded: BS,827.4732259114585,55.48503621419272,829.1331176757812,50.504432678222656,828.3393990652902,58.724747794015066,4.028875635912937,3.1154020141811922,-19.779947060664785,-132.47191601262884,63294.2668215463,0
7,7,7362,829.5,48.0,1612.0,829.5,48.0,0,828.6841023763022,1029.1150004069011,Recorded: BS,829.1932983398436,50.60931142171225,829.5,48.0,828.4844741821289,57.384154319763184,2.5311629105163616,2.748467580589599,8.779259610566333,-109.52236425751332,57763.44154258747,0
8,8,7363,831.6050415039062,43.942665100097656,1733.3499266842264,831.6050415039062,43.942665100097656,0,830.079386393229,1032.5176340738933,Recorded: BS,828.9887695312501,48.153470357259124,831.6050415039062,43.942665100097656,828.8312038845487,55.89065551757813,4.570904311307934,3.6775988579017196,-15.932266261666154,-80.72069344773665,59253.14188482878,0
9,9,7364,831.53173828125,40.89640426635742,1499.8176798743445,831.53173828125,40.89640426635742,0,830.8789265950522,1035.7203102111816,Recorded: BS,831.4746704101561,44.07973225911459,831.53173828125,40.89640426635742,829.1012573242188,54.391230392456045,3.047142666438764,3.3009693992352687,8.279337880211074,-77.46735062731727,52834.10317884827,0
10,10,7365,826.4154663085938,37.67693328857422,2129.722693283664,826.4154663085938,37.67693328857422,0,829.8507486979165,1039.1613324483235,Recorded: BS,831.6784667968751,41.077013651529946,826.4154663085938,37.67693328857422,828.8570945046165,52.8717488375577,6.044934430990647,3.5913484688433037,30.65338745782804,-37.22715624401444,83174.70422909525,0
11,11,7366,832.0,22.0,,832.0,22.0,0,829.9824015299478,1046.4755541483562,Recorded: ML,828.8225708007811,37.3976453145345,832.0,22.0,828.8116399591619,48.68993065573952,16.641912566915437,7.315406451142079,-17.667340352120373,-37.96181445004419,92403.14481126904,0
12,12,7367,833.3065795898438,34.38229751586914,1666.8664987998345,833.3065795898438,34.38229751586914,0,830.574015299479,1048.6469230651855,Recorded: BS,830.114054361979,26.210224151611328,833.3065795898438,34.38229751586914,829.4440806995739,45.89460615678267,12.451041803644197,2.250522122813203,-14.209740102680506,12.380835924221964,38499.28837669855,0
13,13,7368,833.3743896484375,31.01560211181641,1417.497273898276,833.3743896484375,31.01560211181641,0,832.8936564127603,1050.8673667907715,Recorded: BS,831.1656290690103,29.181708017985024,833.3743896484375,31.01560211181641,829.9602772105824,43.48087033358488,3.367378230569933,3.21109097238285,-31.010741850556474,11.392374216417945,39392.801343403014,0
14,14,7369,832.5272216796875,27.576494216918945,1703.6651440880087,832.5272216796875,27.576494216918945,0,833.0693969726562,1049.0085353851318,Recorded: BS,835.2132975260415,26.912189483642575,832.5272216796875,27.576494216918945,830.4907947887074,40.57636208967729,3.5419142677402635,1.8671204939651929,-128.3474362462593,7.849977345392287,39095.69561798769,0
15,15,7370,829.5,10.0,,829.5,10.0,0,831.800537109375,1057.1359678904216,Recorded: ML,833.2451375325522,32.850296020507805,829.5,10.0,830.5738858309659,36.37685411626642,17.835280206807944,8.22588381152367,-176.5274706952726,-9.224636575407112,38880.664860709876,0
16,16,7371,840.5513305664062,27.09331512451172,1692.8335306219958,840.5513305664062,27.09331512451172,0,834.1928507486978,1058.4433968861897,Recorded: BS,830.5316772460938,14.736599604288735,840.5513305664062,27.09331512451172,831.7677168412642,33.917104027488016,20.354688138948386,2.726267618533598,-70.21627299242739,-3.4810310837994565,38931.41696914034,0
