,Unnamed: 0,nframe,x0,y0,area,x,y,occlusion,sx,sy,method,px,py,x0i,y0i,sx11,sy11,speed,speeds,angle,delta_area,mse_area,state
0,0,34242,1788.5,896.0,,1788.5,896.0,0,1788.5,184.0,ML,1788.5,896.0,1788.5,896.0,1788.5,896.0,,,,,,Int_detection
1,1,34243,1779.32177734375,906.197509765625,1346.829275288037,1779.32177734375,906.197509765625,0,1783.910888671875,178.9012451171875,Recorded: BS,1788.5,896.0,1779.32177734375,906.197509765625,1783.910888671875,901.0987548828124,13.719656575429216,6.859828287714607,,,,0
2,2,34244,1776.3056640625,914.9764404296876,1740.4003279677127,1776.3056640625,914.9764404296876,0,1781.375813802083,174.2753499348958,Recorded: BS,1779.32177734375,906.197509765625,1776.3056640625,914.9764404296876,1781.375813802083,905.724650065104,9.282594622719962,5.274989178472356,13.265108038593283,,,0
3,3,34245,1787.633544921875,910.9398803710938,2108.5771118123084,1787.633544921875,910.9398803710938,0,1781.0869954427085,169.29538981119788,Recorded: BS,1778.8407389322915,910.3505452473958,1787.633544921875,910.9398803710938,1782.9402465820312,907.0284576416016,12.025585302629926,4.988328264893267,25.404329637665953,,,0
4,4,34246,1792.5416259765625,900.2218627929688,2980.915875085629,1792.5416259765625,900.2218627929688,0,1785.4936116536455,171.28727213541663,Recorded: BS,1780.798177083333,915.6845703125,1792.5416259765625,900.2218627929688,1784.8605224609375,905.667138671875,11.788348503686972,4.835893053410947,117.64317419475387,,,0
5,5,34247,1786.8597412109375,909.4969482421876,2466.255088941427,1786.8597412109375,909.4969482421876,0,1789.0116373697915,173.11376953124997,Recorded: BS,1789.900227864583,906.7208455403647,1786.8597412109375,909.4969482421876,1785.1937255859375,906.3054402669272,10.877087136736142,3.963911915828914,3.113590214947822,347.9367174424697,78423.8167797982,0
6,6,34248,1783.89111328125,921.8853149414062,1249.5998742298689,1783.89111328125,921.8853149414062,0,1787.76416015625,169.4652913411458,Recorded: BS,1792.5296630859375,905.0597330729165,1783.89111328125,921.8853149414062,1785.0076381138392,908.5311366489957,12.739088713845772,3.8558517219897364,-136.3139869519345,73.25017259724649,358780.33922374743,0
7,7,34249,,,,1783.89111328125,921.8853149414062,1,1784.8806559244795,162.24414062499997,Non,1786.5166829427085,914.1831868489585,,,1784.8680725097656,910.2004089355468,,7.775578069824247,-2.8910646186115994,,,
8,8,34250,,,,1783.89111328125,921.8853149414062,2,1783.89111328125,158.11468505859375,Non,1786.5166829427085,914.1831868489585,,,1784.759521484375,911.4987318250868,,4.246362904615301,8.291799318981644,,,
9,9,34251,,,,1783.89111328125,921.8853149414062,3,1783.89111328125,158.11468505859375,Non,1786.5166829427085,914.1831868489585,,,1784.6726806640625,912.5373901367187,,0.0,,,,
