,nframe,x0,y0,area,x,y,occlusion,sx,sy,method,px,py,x0i,y0i,sx11,sy11,speed,speeds,angle,delta_area,mse_area,state
0,29819,1279.0,843.0,,1279.0,843.0,0,1279.0,843.0,ML,1279.0,843.0,1279.0,843.0,1279.0,843.0,,,,,,Int_detection
1,29820,1262.9967041015625,842.3523559570312,245.17451585707022,1262.9967041015625,842.3523559570312,0,1270.9983520507812,842.6761779785156,Recorded: BS,1279.0,843.0,1262.9967041015625,842.3523559570312,1270.9983520507812,842.6761779785156,16.016395425292778,8.008197712646389,,,,0
2,29821,1264.0999755859375,842.7000732421875,230.99998055366814,1264.0999755859375,842.7000732421875,0,1268.6988932291667,842.6841430664062,Recorded: BS,1262.9967041015625,842.3523559570312,1264.0999755859375,842.7000732421875,1268.6988932291667,842.6841430664062,1.1567693281858094,2.2994726166940724,-2.515928012130701,,,0
3,29822,1264.2501220703125,842.7501220703125,254.99999177748396,1264.2501220703125,842.7501220703125,0,1263.7822672526042,842.6008504231771,Recorded: BS,1266.3994344075522,842.6921081542969,1264.2501220703125,842.7501220703125,1267.5867004394531,842.7006378173828,0.15826829109729437,1.1123150984773773,-0.6512162555059494,,,0
4,29823,1263.323486328125,842.205810546875,236.4705851828221,1263.323486328125,842.205810546875,0,1263.8911946614583,842.552001953125,Recorded: BS,1258.8656412760417,842.517557779948,1263.323486328125,842.205810546875,1266.7340576171875,842.6016723632813,1.0746761527298496,0.8583670214229645,7.470324514690993,,,0
5,29824,1264.900146484375,841.800048828125,215.60001733456738,1264.900146484375,841.800048828125,0,1264.1579182942708,842.2519938151041,Recorded: BS,1264.0001220703123,842.5031534830729,1264.900146484375,841.800048828125,1266.4284057617188,842.4680684407552,1.6280355710822871,0.3335761755069807,16.990046456551,-5.36783924158518,119.26185248229675,0
6,29825,1269.0,841.0001220703125,230.3999944824718,1269.0,841.0001220703125,0,1265.7412109375,841.6686604817709,Recorded: BS,1264.4246419270833,841.9519856770833,1269.0,841.0001220703125,1266.7957763671875,842.2583618164062,4.177161915397473,0.4230106736931433,126.67023583941094,-3.9600543749987485,107.09210352087422,0
7,29826,1274.8353271484375,839.2587890625,266.54118812149136,1274.8353271484375,839.2587890625,0,1269.5784912109375,840.6863199869791,Recorded: BS,1267.3245035807292,841.0853271484376,1274.8353271484375,839.2587890625,1267.8007202148438,841.883415222168,6.089604549836471,1.0726122717333764,9.258427971968159,0.839288221712648,245.35116066004406,0
8,29827,1280.351318359375,837.391845703125,222.20266675529274,1280.351318359375,837.391845703125,0,1274.7288818359375,839.2169189453125,Recorded: BS,1273.415771484375,839.7039794921874,1280.351318359375,837.391845703125,1269.1952311197917,841.3843519422743,5.823369861708438,1.4811228245345158,0.7695305797514529,-0.9258031619835536,247.39551530192324,0
9,29828,1283.2501220703125,835.7501220703125,207.99998748566577,1283.2501220703125,835.7501220703125,0,1279.4789225260417,837.4669189453125,Recorded: BS,1279.8792724609375,837.7475179036459,1283.2501220703125,835.7501220703125,1270.6007202148437,840.8209289550781,3.3314140302700435,1.514214337143544,-2.153412297590472,-2.634637548217979,265.3311351951336,0
