,nframe,x0,y0,area,x,y,occlusion,sx,sy,method,px,py,x0i,y0i,sx11,sy11,speed,speeds,angle,delta_area,mse_area,state
0,26896,658.0,549.5,,658.0,549.5,0,658.0,549.5,ML,658.0,549.5,658.0,549.5,658.0,549.5,,,,,,Int_detection
1,26897,677.8231201171875,540.5846557617188,707.2000401384867,677.8231201171875,540.5846557617188,0,667.9115600585938,545.0423278808594,Recorded: BS,658.0,549.5,677.8231201171875,540.5846557617188,667.9115600585938,545.0423278808594,21.73567238590742,10.86783619295371,,,,0
2,26898,,,,677.8231201171875,540.5846557617188,1,671.2154134114584,543.5564371744791,Non,677.8231201171875,540.5846557617188,,,671.2154134114584,543.5564371744791,,,,,,
3,26899,,,,677.8231201171875,540.5846557617188,2,677.8231201171875,540.5846557617188,Non,677.8231201171875,540.5846557617188,,,672.8673400878906,542.8134918212891,,,,,,
4,26900,695.5369262695312,537.4057006835938,395.21309816183566,695.5369262695312,537.4057006835938,0,683.7277221679688,539.5250040690104,Recorded: BS,677.8231201171875,540.5846557617188,695.5369262695312,537.4057006835938,677.4012573242187,541.73193359375,,4.66113437967951,10.798521395770516,,,0
5,26901,711.300048828125,541.4000244140625,369.8400983429019,711.300048828125,541.4000244140625,0,694.8866984049479,539.7967936197916,Recorded: BS,689.63232421875,538.465352376302,711.300048828125,541.4000244140625,683.0510559082031,541.6766153971354,16.261323896320157,5.650069392712718,12.85608551510634,,,0
6,26902,,,,711.300048828125,541.4000244140625,1,706.0456746419271,540.0685831705729,Non,706.045674641927,540.0685831705729,,,687.0866263253348,541.6371023995536,,,,,,
7,26903,,,,711.300048828125,541.4000244140625,2,711.300048828125,541.4000244140625,Non,706.045674641927,540.0685831705729,,,690.1133041381836,541.6074676513672,,,,,,
8,26904,,,,711.300048828125,541.4000244140625,3,711.300048828125,541.4000244140625,Non,706.045674641927,540.0685831705729,,,692.4673868815104,541.5844184027778,,,,,,
9,26905,,,,711.300048828125,541.4000244140625,4,711.300048828125,541.4000244140625,Non,706.045674641927,540.0685831705729,,,694.3506530761719,541.5659790039062,,,,,,
10,26906,,,,711.300048828125,541.4000244140625,5,711.300048828125,541.4000244140625,Non,706.045674641927,540.0685831705729,,,695.8915072354404,541.5508922230114,,,,,,
11,26907,,,,711.300048828125,541.4000244140625,6,711.300048828125,541.4000244140625,Non,706.045674641927,540.0685831705729,,,700.7369662198154,540.814530806108,,,,,,
12,26908,738.4097290039062,552.804931640625,609.5375697402706,738.4097290039062,552.804931640625,0,720.3366088867188,545.20166015625,Recorded: BS,706.045674641927,540.0685831705729,738.4097290039062,552.804931640625,706.2448397549716,541.9254649769176,,5.618793964112502,20.044607164735215,,,0
13,26909,722.9580078125,555.130615234375,222.38932003403897,722.9580078125,555.130615234375,0,724.2225952148438,549.7785237630209,Recorded: BS,729.3731689453125,549.0032958984375,722.9580078125,555.130615234375,710.3480113636364,543.2478249289773,15.625763723901335,4.310992123973742,6.459444959264718,,,0
14,26910,722.465087890625,555.738037109375,290.6724666580485,722.465087890625,555.738037109375,0,727.9442749023438,554.557861328125,Recorded: BS,728.1085815429688,554.3553873697917,722.465087890625,555.738037109375,714.4063720703125,544.6254050514915,0.7822604320875317,4.285792647741968,0.8864320010699018,,,0
15,26911,724.5,554.0,322.0,724.5,554.0,0,723.3076985677084,554.9562174479166,Recorded: BS,731.6659545898438,559.3371988932291,724.5,554.0,717.0393787730824,546.1339777166194,2.676124116412693,3.0345536381487976,11.06101630534334,,,0
16,26912,726.4000854492188,553.800048828125,380.7999627320096,726.4000854492188,553.800048828125,0,724.4550577799479,554.5126953125,Recorded: BS,718.671122233073,555.3545735677083,726.4000854492188,553.800048828125,718.412109375,547.2612526633523,1.9105771864719323,1.7762708439235118,9.58214280072378,-35.78645340505611,14990.58314511635,0
17,26913,,,,726.4000854492188,553.800048828125,1,725.7667236328125,553.86669921875,Non,725.6024169921874,554.0691731770834,,,719.7848399769176,548.3885276100852,,,,,,
18,26914,,,,726.4000854492188,553.800048828125,2,726.4000854492188,553.800048828125,Non,725.6024169921874,554.0691731770834,,,721.1575705788352,549.5158025568181,,,,,,
19,26915,,,,726.4000854492188,553.800048828125,3,726.4000854492188,553.800048828125,Non,725.6024169921874,554.0691731770834,,,722.5303011807529,550.6430775035511,,,,,,
20,26916,715.4884643554688,557.6576538085938,123.87691991739939,715.4884643554688,557.6576538085938,0,722.7628784179688,555.0859171549479,Recorded: BS,725.6024169921874,554.0691731770834,715.4884643554688,557.6576538085938,722.9110662286931,552.1210438121449,,1.526226205734649,36.160618643903945,-54.90696536224261,13913.906977893843,0
21,26917,715.5328369140625,557.3606567382812,113.37706662017536,715.5328369140625,557.3606567382812,0,719.1404622395834,556.2727864583334,Recorded: BS,719.1256713867188,556.3717854817708,715.5328369140625,557.3606567382812,723.2958651455966,553.5720103870739,0.3002934959841186,1.501124314642624,-0.40620285667149864,-56.977814768557295,11954.79542947609,0
22,26918,713.5,556.0,108.09998130023996,713.5,556.0,0,714.8404337565104,557.006103515625,Recorded: BS,715.518046061198,557.4596557617189,713.5,556.0,723.4958607066761,554.8992808948864,2.446183288023471,1.342253785750056,6.284060366810835,-31.98506772713378,6525.8709255609865,0
23,26919,713.1038208007812,556.6192016601562,94.15381837020641,713.1038208007812,556.6192016601562,0,714.0455525716146,556.6599527994791,Recorded: BS,710.5404052734374,557.7394205729166,713.1038208007812,556.6192016601562,721.1953235973011,555.2460327148438,0.7350977172008264,2.3265226876725773,89.99750005440919,-45.884959941960076,4233.427704373153,1
