,nframe,x0,y0,area,x,y,occlusion,sx,sy,method,px,py,x0i,y0i,sx11,sy11,speed,speeds,angle,delta_area,mse_area,state
0,24707,668.5,512.5,,668.5,512.5,0,668.5,512.5,ML,668.5,512.5,668.5,512.5,668.5,512.5,,,,,,Int_detection
1,24708,658.2500610351562,526.2500610351562,289.99996950606146,658.2500610351562,526.2500610351562,0,663.3750305175781,519.3750305175781,Recorded: BS,668.5,512.5,658.2500610351562,526.2500610351562,663.3750305175781,519.3750305175781,17.150085342456588,8.575042671228294,,,,0
2,24709,655.9999389648438,529.9999389648438,270.7692504458082,655.9999389648438,529.9999389648438,0,660.9166666666666,522.9166666666666,Recorded: BS,658.2500610351562,526.2500610351562,655.9999389648438,529.9999389648438,660.9166666666666,522.9166666666666,4.37317205456918,4.311234096636234,-1.9368079982521065,,,0
3,24710,653.6400756835938,531.9800415039062,352.25984086006065,653.6400756835938,531.9800415039062,0,655.9633585611979,529.4100138346354,Recorded: BS,658.4583028157551,526.4583028157551,653.6400756835938,531.9800415039062,659.0975189208984,525.1825103759766,3.0805455314592862,2.905743663152841,3.993709667768103,,,0
4,24711,649.88818359375,534.5470581054688,427.4706268612499,649.88818359375,534.5470581054688,0,653.1760660807291,532.1756795247396,Recorded: BS,651.0100504557291,535.9033610026041,649.88818359375,534.5470581054688,657.2556518554687,527.055419921875,4.546016771474736,2.6268354447570834,5.7617483912225875,,,0
5,24712,649.5990600585938,536.7217407226562,273.5282888160873,649.5990600585938,536.7217407226562,0,651.0424397786459,534.4162801106771,Recorded: BS,650.3887736002604,534.9413452148439,649.5990600585938,536.7217407226562,655.9795532226562,528.6664733886719,2.1938178830702246,2.055217991733262,-6.138842535434543,12.375801503549342,3300.591997700603,0
6,24713,649.5,539.5,311.99999876158836,649.5,539.5,0,649.6624145507812,536.9229329427084,Recorded: BS,648.9088134765626,536.6568806966146,649.5,539.5,655.0539027622768,530.2141200474331,2.7800247314286994,1.8033410534824963,-7.49865171475481,5.528229925418869,2932.8403623190243,0
7,24714,646.423583984375,541.9058837890625,248.47057967237197,646.423583984375,541.9058837890625,0,648.5075480143229,539.3758748372396,Recorded: BS,648.2823893229166,539.4295857747396,646.423583984375,541.9058837890625,653.9751129150391,531.6755905151367,3.9054592953540985,1.8165030862823148,5.549301269651356,-4.316365175481506,3159.970185706498,0
8,24715,642.6863403320312,552.65185546875,512.8836325602606,642.6863403320312,552.65185546875,0,646.2033081054688,544.6859130859375,Recorded: BS,647.3526814778645,541.8288167317709,642.6863403320312,552.65185546875,652.7208048502604,534.0062866210938,11.377297458431393,2.6467778636848456,-8.145272617643018,13.975838371090866,6278.323373680144,0
9,24716,645.1438598632812,549.116455078125,221.32880756125815,645.1438598632812,549.116455078125,0,644.7512613932291,547.8913981119791,Recorded: BS,643.8990681966146,549.9959513346354,645.1438598632812,549.116455078125,651.9631103515625,535.5173034667969,4.305630983782357,1.690346964784356,-1.6564268408802776,2.143489134818409,7758.579485813065,0
10,24717,643.5516357421875,559.5143432617188,484.40984721692075,643.5516357421875,559.5143432617188,0,643.7939453125,553.7608846028646,Recorded: BS,643.2992146809895,551.0968831380208,643.5516357421875,559.5143432617188,651.1984308416194,537.6988525390625,10.519090090417103,2.311685771818878,-7.314674506909408,10.352705006580305,8465.32849227388,0
11,24718,645.5,562.0,494.0,645.5,562.0,0,644.7318318684896,556.8769327799479,Recorded: BS,642.8366292317709,559.6303710937501,645.5,562.0,649.1075217507102,542.1988525390625,3.1582610249446192,4.9620460322780575,5.605117730152835,15.502753370479343,9100.290926507723,0
12,24719,644.3284301757812,562.2241821289062,476.54778503336274,644.3284301757812,562.2241821289062,0,644.4600219726562,561.2461751302084,Recorded: BS,645.6697184244792,559.9929809570311,644.3284301757812,562.2241821289062,647.8419189453125,545.4692271839489,1.1928258380588892,3.5067222272296283,-3.765823419987952,15.94608715649719,9135.793826582827,0
13,24720,642.9344482421875,561.7213134765625,466.22944292990724,642.9344482421875,561.7213134765625,0,644.2542928059896,561.9818318684896,Recorded: BS,644.1882120768229,565.6154174804689,642.9344482421875,561.7213134765625,646.6541470614346,548.352988503196,1.4819117762862233,3.118794862525704,1.229976440158629,18.765023042215443,8858.645026568523,0
14,24721,641.7821655273438,562.17822265625,483.8811822282696,641.7821655273438,562.17822265625,0,643.0150146484375,562.0412394205729,Recorded: BS,644.048563639323,562.7174886067709,641.7821655273438,562.17822265625,645.5761552290483,551.0982776988636,1.2395650258902866,2.9493523286547374,-0.9474925292425506,26.179383749501252,6799.573704368649,0
15,24722,640.5,562.5,493.0,640.5,562.5,0,641.7388712565104,562.1331787109375,Recorded: BS,641.7757364908854,562.1006469726561,640.5,562.5,644.7226839932529,553.6394542347301,1.3219262832924845,2.680669941781075,-2.8734589823687733,23.14454767324009,6935.516487780454,0
16,24723,638.3829345703125,564.7604370117188,491.42226241572644,638.3829345703125,564.7604370117188,0,640.2217000325521,563.1462198893229,Recorded: BS,640.4627278645833,562.2251180013021,638.3829345703125,564.7604370117188,643.7030362215909,556.1884266246449,3.097021394424958,2.745349125849569,3.2375771519249863,19.928170680459058,7126.25790816153,0
